id,route_or_scope,page_or_context,source_file,line,placement,original_text,purpose,background,polish_notes
C616,DEMO/FALLBACK visible copy,演示/兜底数据,src/features/demo/fixtures.ts,12,其他固定 UI 文案,AI 与数码,页面可见的固定文字或开发/兜底可见文本。,开发或无真实数据时用于视觉与流程连续性；生产环境不应冒充真实用户事实。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C617,DEMO/FALLBACK visible copy,演示/兜底数据,src/features/demo/fixtures.ts,12,其他固定 UI 文案,科学,页面可见的固定文字或开发/兜底可见文本。,开发或无真实数据时用于视觉与流程连续性；生产环境不应冒充真实用户事实。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C618,DEMO/FALLBACK visible copy,演示/兜底数据,src/features/demo/fixtures.ts,12,其他固定 UI 文案,职场与创业,页面可见的固定文字或开发/兜底可见文本。,开发或无真实数据时用于视觉与流程连续性；生产环境不应冒充真实用户事实。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C619,DEMO/FALLBACK visible copy,演示/兜底数据,src/features/demo/fixtures.ts,31,其他固定 UI 文案,齿轮刚刚因为一个 AI 问题追问了 3 回合。,页面可见的固定文字或开发/兜底可见文本。,开发或无真实数据时用于视觉与流程连续性；生产环境不应冒充真实用户事实。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C620,DEMO/FALLBACK visible copy,演示/兜底数据,src/features/demo/fixtures.ts,37,标签/状态,公开创作,给指标、状态、角色或来源提供短标签。,开发或无真实数据时用于视觉与流程连续性；生产环境不应冒充真实用户事实。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C621,DEMO/FALLBACK visible copy,演示/兜底数据,src/features/demo/fixtures.ts,38,其他固定 UI 文案,偏结构化长答，习惯先拆问题再下结论,页面可见的固定文字或开发/兜底可见文本。,开发或无真实数据时用于视觉与流程连续性；生产环境不应冒充真实用户事实。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C622,DEMO/FALLBACK visible copy,演示/兜底数据,src/features/demo/fixtures.ts,42,标签/状态,关注,给指标、状态、角色或来源提供短标签。,开发或无真实数据时用于视觉与流程连续性；生产环境不应冒充真实用户事实。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C623,DEMO/FALLBACK visible copy,演示/兜底数据,src/features/demo/fixtures.ts,43,其他固定 UI 文案,AI、开发工具与科学型创作者出现得最多,页面可见的固定文字或开发/兜底可见文本。,开发或无真实数据时用于视觉与流程连续性；生产环境不应冒充真实用户事实。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C624,DEMO/FALLBACK visible copy,演示/兜底数据,src/features/demo/fixtures.ts,47,标签/状态,公开收藏,给指标、状态、角色或来源提供短标签。,开发或无真实数据时用于视觉与流程连续性；生产环境不应冒充真实用户事实。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C625,DEMO/FALLBACK visible copy,演示/兜底数据,src/features/demo/fixtures.ts,48,其他固定 UI 文案,AI / 工具 / 科学主题长期重复出现,页面可见的固定文字或开发/兜底可见文本。,开发或无真实数据时用于视觉与流程连续性；生产环境不应冒充真实用户事实。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C626,DEMO/FALLBACK visible copy,演示/兜底数据,src/features/demo/fixtures.ts,56,标签/状态,主兴趣,给指标、状态、角色或来源提供短标签。,开发或无真实数据时用于视觉与流程连续性；生产环境不应冒充真实用户事实。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C627,DEMO/FALLBACK visible copy,演示/兜底数据,src/features/demo/fixtures.ts,57,其他固定 UI 文案,AI 与数码 42%,页面可见的固定文字或开发/兜底可见文本。,开发或无真实数据时用于视觉与流程连续性；生产环境不应冒充真实用户事实。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C628,DEMO/FALLBACK visible copy,演示/兜底数据,src/features/demo/fixtures.ts,58,说明正文,来自公开创作标题、关注对象简介和收藏主题的演示聚合。,解释机制、原因、边界或当前发生了什么。,开发或无真实数据时用于视觉与流程连续性；生产环境不应冒充真实用户事实。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C629,DEMO/FALLBACK visible copy,演示/兜底数据,src/features/demo/fixtures.ts,61,标签/状态,表达方式,给指标、状态、角色或来源提供短标签。,开发或无真实数据时用于视觉与流程连续性；生产环境不应冒充真实用户事实。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C630,DEMO/FALLBACK visible copy,演示/兜底数据,src/features/demo/fixtures.ts,62,其他固定 UI 文案,高密度长答,页面可见的固定文字或开发/兜底可见文本。,开发或无真实数据时用于视觉与流程连续性；生产环境不应冒充真实用户事实。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C631,DEMO/FALLBACK visible copy,演示/兜底数据,src/features/demo/fixtures.ts,63,说明正文,公开创作摘要在当前样本中表现为较长、结构化表达。,解释机制、原因、边界或当前发生了什么。,开发或无真实数据时用于视觉与流程连续性；生产环境不应冒充真实用户事实。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C632,DEMO/FALLBACK visible copy,演示/兜底数据,src/features/demo/fixtures.ts,66,标签/状态,收藏癖,给指标、状态、角色或来源提供短标签。,开发或无真实数据时用于视觉与流程连续性；生产环境不应冒充真实用户事实。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C633,DEMO/FALLBACK visible copy,演示/兜底数据,src/features/demo/fixtures.ts,68,说明正文,当前样本把收藏夹主题集中度映射成了一个趣味属性。,解释机制、原因、边界或当前发生了什么。,开发或无真实数据时用于视觉与流程连续性；生产环境不应冒充真实用户事实。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C634,DEMO/FALLBACK visible copy,演示/兜底数据,src/features/demo/fixtures.ts,71,标签/状态,社交气味,给指标、状态、角色或来源提供短标签。,开发或无真实数据时用于视觉与流程连续性；生产环境不应冒充真实用户事实。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C635,DEMO/FALLBACK visible copy,演示/兜底数据,src/features/demo/fixtures.ts,72,其他固定 UI 文案,AI × 科学 × 创业,页面可见的固定文字或开发/兜底可见文本。,开发或无真实数据时用于视觉与流程连续性；生产环境不应冒充真实用户事实。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C636,DEMO/FALLBACK visible copy,演示/兜底数据,src/features/demo/fixtures.ts,73,说明正文,由兴趣向量中最稳定的三个方向生成，属于谢邀喵产品语言。,解释机制、原因、边界或当前发生了什么。,开发或无真实数据时用于视觉与流程连续性；生产环境不应冒充真实用户事实。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
